Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q4,Q5,Q7,Q7_13_TEXT,Q9,Q9_ELAB,Q10_NL,Q10_NL_2_TEXT,Q10_BE,Q10_BE_2_TEXT,Q10_OTHER,Q10_OTHER_2_TEXT,Q10_ELAB,Q11_NL,Q11_NL_2_TEXT,Q11_BE,Q11_BE_2_TEXT,Q11_OTHER,Q11_OTHER_2_TEXT,Q11_ELAB,Q12_CanonSize,Q12_CanonSize_5_TEXT,Q12_A_CanonOral,Q13,Q14,Q14_ELAB,Q15,Q15_ELAB,Q12_B_CanonMultiple,Q12_B_ELAB,Q16,Q16_EX_1,Q16_EX_2,Q16_EX_3,Q16_ELAB,Q17,Q17_EX_1,Q17_EX_2,Q17_EX_3,Q17_ELAB,QPERS_GENDER,QPERS_BIRTH_COUNTRY,QPERS_LANG,QPERS_EDU,QPERS_LING_JOB,QPERS_READING,Q53,Q55,QPERS_IDEAS,QPERS_ORIGIN,QPERS_COMPLAIN,QPERS_AGE,Q10,Q11,Q9num,Q9numopp,Q10num,Q10numopp,Q11num,Q11numopp,Q7binary,Q13dialoog,Q13educatief,Q13elitair,Q13ouderwets,Q13reflectie,Q13fundament,Q13anders
100,935,TRUE,2022-06-17 08:10:49,R_1C7PndOCjZJ6Zn2,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Het huisje aan de sloot Carry van Bruggen,De klop op de deur Ina Boudier-Bakker,De ogen van Roosje Clare Lennart,Nog pas gisteren Maria Dermoût,De tienduizend dingen Maria Dermoût,Avontuurtjes Carry van Bruggen,Armoede Ina Boudier-Bakker,NA,NA,NA,Het huisje aan de sloot Carry van Bruggen,De tienduizend dingen Maria Dermoût,NA,Louis Couperus,Eline Vere,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),een werk met een literatuurhistorisch onderwerp, zoals een biografie",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst","Onze klassiekers moeten verplicht gelezen worden. Maar dat betekent wel dat we ze beter en anders moeten toelichten, zodat de leerlingen ervaren dat mensen van toen ook mensen van nu zijn. Er moet een link gezocht worden tussen vroeger en nu.","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,Ieder kind verdient het kennis te hebben over ons nationaal literair erfgoed. Context en toelichting zijn daarbij heel belangrijk.,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,25 werken,NA,Helemaal oneens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving",Helemaal eens,"Een eerlijke verdeling tussen man en vrouw. Hermans, Wolkers, Reve, Mulisch mogen erin, maar zij zijn absoluut niet de grote 3 of 4. Zwaar overgewaardeerd door een wereld waarin mannelijke literatuurrecensenten regeren.",Helemaal eens,NA,Helemaal oneens,"Wetenschappelijk, scholieren, Surinaams, Vlaams moeten van 1 canon deel uitmaken.",Helemaal eens,Elisabeth Eijbers,Antjie Krogt,Ingrid Jonker,NA,Helemaal eens,Annie M.G. Schmidt,Guus Kuijer,Jan Terlouw,NA,Vrouw,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,100,Ja,Ja,"Jawel, maar daar horen jullie nog wel van.",Via een collega.,NA,62,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,3143,TRUE,2022-06-17 09:36:23,R_2uK8ggIOu8o0aLx,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Eline Vere - Louis Couperus,Nooit meer slapen - Willem Frederik Hermans,Camera obscura - Nicolaas Beets,Max Havelaar - Multatuli,Historie van mejuffrouw Sara Burgerhart - Betje wolff en Aagje deken,Buiten het gareel - Suwarsih Djodjopuspito,Over de gekte van een vrouw - Astrid Roemer,Warenar - P.C. Hooft,O nachten van gedragene extase - Jan Hendrik Leopold,Wij slaven van Suriname - Anton de Kom,Historie van mejuffrouw Sara Burgerhart - Betje wolff en Aagje deken,O nachten van gedragene extase - Jan Hendrik Leopold,NA,Louis Couperus,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),een klassieke tekst in herspelde, hertaalde of verstripte versie",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Eens,...een aanzet tot dialoog over literatuur en literatuurbeleving,Eens,NA,Neutraal,NA,Eens,NA,Beetje eens,Buiten het gareel - Suwarsih Djodjopuspito,NA,NA,NA,Eens,Minoes - Annie M.G. Schmidt,De brief voor de koning - Tonke Dragt,NA,NA,Vrouw,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,50,Nee,Ja,NA,NA,NA,33,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,0,0,0
100,2321,TRUE,2022-06-17 10:19:17,R_3lsqciW5pWSSsBd,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Max Havelaar - E.D.Dekkers,Cliënt E. Buesken - Jeroen Brouwers,De donkere kamer van Damocles - W.F.Hermans,De zeer schone uren van Juffrouw Symforosa Begijntjen - F. Timmermans,Het dwaallicht - W. Elsschot,Heren van de thee - Hella S. Haase,Oorlogsdagboeken 1914-1918 - V. Loveling,Een verlangen naar ontroostbaarheid - P. De Martelaere,Bezette stad - P. Van Ostaijen,De avonden - Gerard Reve,Snikken en grimlachjes - Piet Paaltjens,Wolfijzers en schietgeweren - Richard Minne,Tantes - Cyriel Buysse,E. D. Dekkers,Max Havelaar,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),het lezen van een literatuurgeschiedenis",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",Nederlandstalige klassieke werken moeten zeker aan bod komen in het voortgezet/secundair onderwijs. Dat kan boeiend gebracht worden door een lesgever die leerlingen weet te enthousiasmeren. Minstens één werk zou moeten gelezen worden.,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Oneens,"...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving",Neutraal,NA,Neutraal,Het moet enkel gaan over de kwaliteit van het werk,Oneens,NA,Eens,NA,NA,NA,NA,Eens,NA,NA,NA,NA,Vrouw,België,Nederlands,Hoger onderwijs (niet universitair),...niet met taal bezig,25,NA,NA,NA,Onze taal en poëziecentrum Gent,NA,69,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,een aanzet tot reflectie en een bron voor debat,0,0
100,2077,TRUE,2022-06-17 10:25:27,R_SQ92vrfadYSqEPT,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Avonden - Reve,Donkere Kamer v Damokles - Hermans,Julia - Feith,Spaansche Brabander - Bredero,Lucifer - Vondel,"Van den vos Reynaerde - (Willem, die Madoc ...)",Kapellekensbaan - Boon,Verdriet van België - Claus,Sara Burgerhart - Wolff/Deken,Stille Kracht - Couperus,Julia - Feith,Ferdinand en Constantia - Feith,De ondergang der eerste wareld - Bilderdijk,Vondel,Elckerlijc,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),het lezen van een literatuurgeschiedenis",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,NA,Geen vastgesteld aantal werken,NA,Oneens,"...een fundament van een collectief cultureel geheugen,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument",Neutraal,"genderdiversiteit hoort tot de vele socio-historische+literaire criteria die men 't liefst zou gebruiken, om zo'n canon op te stellen",Neutraal,cf. supra,Oneens,"dat schiet de bedoeling van een canon voorbij, toch?",Eens,NA,NA,NA,NA,Neutraal,NA,NA,NA,NA,Zeg ik liever niet,Verenigde Staten van Amerika,Engels,Hoger onderwijs (universitair),...wél met taal bezig,18,Ja,Ja,NA,online tijdschrift Neerlandistiek,NA,54,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,0,een fundament van een collectief cultureel geheugen,0
100,2577,TRUE,2022-06-17 12:51:37,R_usmZvH6zbLR1ti9,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord","Max Havelaar, Multatuli","Wij slaven van Suriname, Anton de Kom",Van de vos Reynaerde,"Dit kan niet waar zijn, Joris Luyendijk","De donkere kamer van Damokles, WF Hermans","Spijkerschrift, Kader Abdollah","De aansprekers, Maarten t Hart","Wees onzichtbaar, Murat Isik","De aanslag, Harry Mulisch","Het achterhuis, Anne Frank",Wij slaven van Suriname,"Hooglied, de Bijbel","Het achterhuis, Anne Frank",NA,"Het achterhuis, Anne Frank","een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),het onderwijs (bijv. het vak Nederlands in het voortgezet/secundair onderwijs),social media (YouTube, Twitter, TikTok, Instagram, Facebook, LinkedIn)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","Verplichte lijsten werken aversie in de hand. Verleiden, uitleggen waarom iets als klassieker kan worden beschouwd werkt beter","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,Als iets als klassieker kan worden beschouwd is dat toch voor iedereen belangrijk?,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,zie vorige vraag,Geen vastgesteld aantal werken,NA,Beetje eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een educatief instrument",Eens,NA,Helemaal eens,Ook aandacht besteden aan Surinaamse en Antilliaanse schrijvers,Beetje oneens,Lijkt me onoverzichtelijk en onwerkbaar. Mi wel onderscheid maken tussen volwassen en jeugliteratuur.,Helemaal eens,"Wij slaven uit Suriname, Anton de Kom","Dubbelspel, Arion","Hoe duur was de suiker, Cynthia Mc Leod",NA,Oneens,NA,NA,NA,Jeugdliteratuur verdient eigen canon,Vrouw,Nederland,Nederlands,Hoger onderwijs (niet universitair),...wél met taal bezig,25,Nee,Ja,"lespakketten voor diverse onderwijsniveaus. Multimediale wensite(met links naar filmpjes, teksten, tvfragmenten, afbeeldongen eyc)",instagram,NA,58,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Digitaal,0,een educatief instrument,0,0,0,een fundament van een collectief cultureel geheugen,0
100,7513,TRUE,2022-06-17 13:13:19,R_un5mWFTYf1afXwd,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Het verdriet van België - Hugo Claus,Zeepijn - Charlotte Mutsaerts,Kinderen van moeder aarde - Thea Beckman,alles van Annie M.G. Schmidt,Hadewijch,Beatrijs,Hella Haasse,Antjie Krog,Max Havelaar - Multatuli,Paul van Ostaijen,alles van Thea Beckman,Het verdriet van België - Hugo Claus,gedichten van Paul van Ostaijen,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,televisie en radio",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",Ik ben voorstander om studenten zoveel mogelijk in aanraking te laten komen met de teksten zelf. Een verplichte leeslijst kan helpen om de werken in de diepte te contextualiseren en gezamelijk te analyseren ipv het lezen van klassieken als een indidivuele (en daardoor vaak als te moeilijk aanziene) beleving op te vatten,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,"Ik zou leerlingen zeker niet op voorhand al onderschatten. ""Lezen"" kan op verschillende manieren. ASO kan focussen op meer ""analyse"" terwijl er voor BSO misschien praktijkgerichte aanknopingspunten zijn?",NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,100 werken,NA,Helemaal eens,...een fundament van een collectief cultureel geheugen,Eens,"Ja, door de inclusie van kinder-en jeugdliteratuur en egodocumenten, genres waarbij vrouwen fundamentele literaire kwaliteiten hebben getoond. Dat gezegd zijnde, moet er niet naar representatie gestreefd worden als die er niet is. Bv. als er voor een bepaalde tijdsperiode weinig kwalitatief werk van vrouwelijke schrijvers overgeleverd werden.",Eens,"Ja, maar op basis van hun literaire waarde, niet omwille van quota.",Helemaal oneens,"Neen, dan zijn er eindeloos veel canons mogelijk en dat lijkt me zeker niet aangewezen.",Helemaal eens,Bernlef,Antjie Krog,NA,"Ik vind het jammer, dat ik zelf niet op meer namen kan komen. Aangezien ik de canon zie als een manier om het Nederlandstalige cultureel erfgoed te bewaren, vind ik het limiterend dat ik enkel Vlaamse, Nederlandse (en enkele Afrikaanse) auteurs kan bedenken.",Helemaal eens,Thea Beckman,Annie M.G.Schmidt,NA,Thematisch en stilistisch visionaire auteurs.,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,35,NA,NA,NA,NA,NA,30,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,1418,TRUE,2022-06-17 13:14:04,R_9ojC6d386W8e6Wd,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Het achterhuis - Anne Frank,Heren van de thee - Hella Haasse,Het jongensuur - Andreas Burnier,De wetten - Connie Palmen,I.M. - Connie Palmen,Het bittere kruid - Marga Minco,Hoe ik talent voor het leven kreeg - Rodaan Al Galidi,Welkom bij de club - Thomas van der Meer,De consequenties - Niña Weijers,NA,Huisjes van kaarten - Clare Lennart,Mary Dorna - Laten we vader eruit gooien,Andreas Burnier - Het jongensuur,Connie Palmen,Het achterhuis,"een klassieke tekst in de oorspronkelijke (boek)vorm,anders:","Fixdit, krant, literaire tijdschriften (De Gids, De Nederlandse Boekengids)","...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst","Kinderen van nu hoeven zeker niet Vestdijk door de strot gedouwd te krijgen, maar ik weet zeker dat als docent en leerling samen op zoektocht gaan, ze iets kunnen vinden wat een leerling aanspreekt. De Nederlandstalige literatuur is veel veelzijdiger en rijker dan op middelbare scholen wordt gedacht.","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,100 werken,NA,Eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot dialoog over literatuur en literatuurbeleving",Helemaal eens,"Een canon is natuurlijk nooit 'objectief', maar ernaar streven is al nobel.",Helemaal eens,"De Nederlandstalige literatuur bestaat uit verschillende culturele achtergronden, dus dan moeten die ook vertegenwoordigd zijn.",Eens,Maakt het alleen maar interessanter.,Helemaal eens,Dubbelspel - Frank Martinus Arion,Bibi Koetis voor altijd - Lin Scholte,Wij slaven van Suriname - Anton de Kom,NA,Beetje eens,Pluk van de Petteflet - Annie M.G. Schmidt,Oorlogswinter - Jan Terlouw,De tweede viool - Lieneke Dijkzeul,NA,Vrouw,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,50,Nee,Ja,Laat scholieren een canon samenstellen.,Via een bestuurslid van de organisatie.,"Jammer dat ik in de pers niets over deze enquête ben tegengekomen, was mooi geweest voor een landelijk debat.",35,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,2748,TRUE,2022-06-17 13:20:28,R_1DpzNb7GuHcGAyK,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Boon,Bezonken rood - Brouwers,Cees Nooteboom - omweg naar Santiago,Van de vos Reynaert,Tom Lannoye Sprakeloos,Tommy Wieringa,Hersenschimmen J.Bernlef,Streuvels Leven en dood in den Ast,NA,NA,Bernlef,Streuvels,Boon,Boon,De Kapellekensbaan,een klassieke tekst in de oorspronkelijke (boek)vorm,NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst","Op een goede manier gebracht, slijpt het de honger naar meer..",NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,"Zelfde antwoord als voorheen, op een goede manier gebracht.",NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",ASO,NA,NA,NA,Geen vastgesteld aantal werken,NA,Helemaal eens,...ouderwets en niet meer van deze tijd,Helemaal oneens,NA,Helemaal eens,NA,Beetje oneens,NA,Helemaal eens,Brouwers,NA,NA,NA,Helemaal eens,Annie M.G.Schmidt Jip en Janneke,Thea Beckman Kruistocht in spijkerbroek,Jan Terlouw - Oorlogswinter,NA,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,10,Nee,Nee,NA,radio programma,NA,60,"Ja, voor alle onderwijsrichtingen","Ja, maar alleen voor leerlingen van ...",2,0,2,0,1,1,Analoog,0,0,0,ouderwets en niet meer van deze tijd,0,0,0
100,2506,TRUE,2022-06-18 00:42:11,R_25Gfrsp7JZ22TpC,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord","I Michiels, boek alpha","Lampo, heks & archeoloog (of joachim stiller)","Elschot, kaas of villa des roses","Robberechts, grote schaamlippen","Streuvels, langs de wegen","Walschap, een mens van goede wil","geeraerts, gangreen 1","claus, oostakkerse gedichten","teirlinck, rolande met de bles","van hee, ingesneeuwd",van aken,brulez,paul snoeck,walschap,boek alpha,"een klassieke tekst in de oorspronkelijke (boek)vorm,het lezen van een literatuurgeschiedenis",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",enige manier om die personen de grijpen die ook na SO meer complexe dingen zullen blijven lezen,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Helemaal oneens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen",Oneens,"het is geschiedenis in huidige kennis van zaken forceren.  Maar oog hebben voor wie toch er boven uit steeg (Gronon, Hadewijch .... maar vanuit andere vergeten groep bv ook Ruusbroec) is ook canon-denken lijkt me",Oneens,idem vorige vraag,Oneens,"ik denk dat een Vlaamse (interne) canon belangrijk is, maar ik denk ook dat het essentieel is dat wie op de lijst komt ook afgemeten wordt aan een globale canon.  Conscience zal vermoed ik wel op een Vlaamse canon staan, maar niet op een globale.",Oneens,NA,NA,NA,idem als bij vorige vragen.,Eens,moeyaert,van camp,van cleemput,ben te weinig mee om goed te kiezen,Man,België,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,100,NA,NA,NA,radio 1,"ik besefte halverwege dat ik Nederlandstalig als Vlaams heb herleid, maar is wat het is.  Denk dat wie opgelijst is (zeker eerste twee vragen) ook op een Nederlandstalige canonlijst thuis hoort.",60,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,617,TRUE,2022-06-18 00:44:16,R_tRMbVsx7awOO73r,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Hermans Nooit meer slapen,Claus verdriet van belgie,Mulisch ontdekking van de hemel,Schmidt minoes,Multatudi max havelaar,Reve avonden,Elschot kaas,NA,NA,NA,NA,NA,NA,Mulisch,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,websites als literatuurgeschiedenis.org; literairecanon.be",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,Nee,NA,NA,NA,NA,NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",Havo vwo,NA,NA,NA,NA,NA,100 werken,NA,Eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen",Helemaal oneens,NA,Oneens,NA,Eens,NA,Oneens,NA,NA,NA,NA,Eens,Minoes,Pinkeltje,AMG Schmidt,NA,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,25,NA,NA,NA,NA,NA,56,Nee,"Ja, maar alleen voor leerlingen van ...",1,1,0,2,1,1,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,31812,TRUE,2022-06-18 02:50:43,R_ehNh4Vzh7vmedB7,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Hugo Claus,Hubert Lampo,Stefan Hertmans,Gerard Walschap,Ernest Claes,Jos Vandeloo,Virginie Loveling,Kristien Hemmerechts,Beatrijs,Marieke. Van Niemegen,"Beatrijs,",De wereld van Soo Moerman,Rosalie Niemand,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,een gedigitaliseerde versie van een klassieke tekst (bijv. via de websites DBNL of Delpher),televisie en radio",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,100 werken,NA,Beetje eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen,...een aanzet tot dialoog over literatuur en literatuurbeleving",Helemaal eens,NA,Eens,NA,Neutraal,NA,Beetje eens,Tipp Marugg,NA,NA,NA,Helemaal eens,Cor Ria Leeman,Rene schwartenbroekx,Ed FRANCK,NA,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,150,Nee,Nee,Vertellers die de oude verhalen tot leven brengen,Toeval,NA,65,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Digitaal,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,436,TRUE,2022-06-18 03:09:24,R_2WMfITWcb98gRFM,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Van den Vos Reynaerde,Vondel,Bredero,Hooft,Couperus,Wolkers,Mulisch,Hermans,NA,NA,NA,NA,NA,NA,NA,"een klassieke tekst in herspelde, hertaalde of verstripte versie,het lezen van een literatuurgeschiedenis,een werk met een literatuurhistorisch onderwerp, zoals een biografie",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,100 werken,NA,Eens,...een educatief instrument,Eens,NA,Eens,NA,Oneens,NA,Eens,NA,NA,NA,NA,Eens,Wilma Geldhof,NA,NA,NA,Vrouw,Nederland,Nederlands,Hoger onderwijs (niet universitair),...wél met taal bezig,15,Ja,Ja,NA,NA,NA,57,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,0,een educatief instrument,0,0,0,0,0
100,1067,TRUE,2022-06-18 04:47:07,R_1ps5QJHMszbR44I,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Multatuli Havelaar,Van de vos reynaerde,Arion Dubbelspel,Tonke Dragt Zevensprong,"Helene Nolthenius, geen been om op te staan","Karel van het Reve, twee minuten stilte","Hella Haasse, Mevrouw Bentinck","Arnon Grunberg, blauwe maandagen","Rogi Wieg, sinds gisteren zijn twee dagen verstreken",NA,NA,NA,NA,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,aandacht in de publieke ruimte (straatnamen, straatpoëzie, standbeelden …),een werk met een literatuurhistorisch onderwerp, zoals een biografie",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Helemaal eens,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen",Helemaal eens,NA,Helemaal eens,NA,Neutraal,NA,Helemaal eens,arion,NA,NA,NA,Helemaal eens,tonke dragt,NA,NA,NA,Zeg ik liever niet,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,50,Ja,Ja,NA,NA,NA,65,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
